species,locality,municipality,kingdom,phylum,class,order,family,taxonRank,elevation
Chamaedorea pinnatifrons,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,SPECIES,2504
Chusquea fendleri,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,2358
Chusquea spencei,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,3324
Cissus erosa,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,SPECIES,2574
Clelia equatoriana,La Salina,Santa Barbara,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,SPECIES,2549
Clematis haenkeana,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,SPECIES,2450
Clethra repanda,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Ericales,Clethraceae,SPECIES,2409
Clusia androphora,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,SPECIES,2081
Clusia ellipticifolia,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,SPECIES,2081
Columnea sanguinea,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,SPECIES,2418
Columnea strigosa,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,SPECIES,3161
Cordillera platycalyx,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,SPECIES,2408
Cornus peruviana,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,SPECIES,2161
Corynaea crassa,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Santalales,Balanophoraceae,SPECIES,2645
Crotalaria nitens,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,2109
Culcita coniifolia,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Culcitaceae,SPECIES,2625
Cybianthus marginatus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,SPECIES,3324
Dennstaedtia globulifera,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,SPECIES,2161
Dicliptera scandens,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,SPECIES,2632
Dioscorea suratensis,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,SPECIES,2507
Diplazium rostratum,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,SPECIES,2434
Diplazium venulosum,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,SPECIES,2534
Disterigma agathosmoides,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,SPECIES,3357
Drimys granadensis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Canellales,Winteraceae,SPECIES,3161
Dryopteris wallichiana,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,SPECIES,2881
Duranta mutisii,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,SPECIES,2176
Elaeagia pacisnascis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2603
Elaphoglossum andicola,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,SPECIES,2352
Elaphoglossum cuspidatum,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,SPECIES,2161
Elaphoglossum erinaceum,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,SPECIES,2806
Elaphoglossum eximium,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,SPECIES,3161
Elleanthus blatteus,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,SPECIES,2360
Engystomops pustulosus,La Salina,Santa Barbara,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,SPECIES,1462
Equisetum bogotense,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,SPECIES,2356
Equisetum giganteum,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,SPECIES,2162
Erato vulcanica,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,2417
Erythranthe glabrata,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,SPECIES,2417
Erythrolamprus epinephelus,La Salina,Santa Barbara,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,SPECIES,2437
Euphorbia arenaria,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,SPECIES,2068
Eupodium laeve,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Marattiales,Marattiaceae,SPECIES,2514
Faramea oblongifolia,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2442
Fernandezia sanguinea,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,SPECIES,3178
Ficus americana,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,SPECIES,2536
Ficus gigantosyce,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,SPECIES,2451
Ficus tonduzii,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,SPECIES,2068
Frangula sphaerosperma,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,SPECIES,2451
Fuchsia petiolaris,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,SPECIES,3208
Galium hypocarpium,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2417
Geissanthus bogotensis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,SPECIES,2417
Geissanthus quindiensis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,SPECIES,3208
Glossoloma ichthyoderma,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,SPECIES,2781
Greigia collina,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,SPECIES,3209
Guarea kunthiana,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,SPECIES,2330
Guettarda crispiflora,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2378
Gunnera atropurpurea,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gunnerales,Gunneraceae,SPECIES,2417
Gymnosiphon suaveolens,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Burmanniaceae,SPECIES,2358
Halenia asclepiadea,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,SPECIES,3357
Handroanthus ochraceus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,SPECIES,2378
Hieronyma macrocarpa,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,SPECIES,2450
Hiraea fagifolia,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,SPECIES,2417
Histiopteris incisa,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,SPECIES,2625
Hoffmannia pauciflora,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2617
Hoffmannia triosteoides,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2383
Hyloscirtus callipeza,La Salina,Santa Barbara,Animalia,Chordata,Amphibia,Anura,Hylidae,SPECIES,2468
Hypericum cardonae,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,SPECIES,3551
Hypericum juniperinum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,SPECIES,3551
Hypolepis viscosa,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,SPECIES,2550
Ilex karstenii,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,SPECIES,3208
Iresine diffusa,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,SPECIES,2316
Juglans neotropica,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,SPECIES,2474
Lehmanniella princeps,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,SPECIES,3032
Leucocarpus perfoliatus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,SPECIES,2264
Lomaridium binervatum,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,SPECIES,2579
Lycopodium clavatum,La Salina,Santa Barbara,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,SPECIES,3088
Manettia meridensis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2358
Meliosma meridensis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Proteales,Sabiaceae,SPECIES,2414
Melpomene flabelliformis,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2625
Melpomene moniliformis,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2393
Meriania arborea,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2494
Meriania brachycera,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,3055
Meriania haemantha,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2802
Meriania macrophylla,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2332
Meriania speciosa,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2418
Miconia brachygyna,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2496
Miconia dunstervillei,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2418
Miconia eremita,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2523
Miconia jahnii,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,3209
Miconia obovata,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,3209
Miconia tabayensis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2622
Miconia tachirensis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,3120
Miconia tamana,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,3324
Miconia theizans,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2551
Miconia tinifolia,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,3209
Miconia velutina,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,3032
Monochaetum bonplandii,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2068
Monochaetum brachyurum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2109
Monochaetum cinereum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2373
Monochaetum venosum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,2409
Monopyle subdimidiata,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,SPECIES,2324
Monotropa uniflora,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,SPECIES,2490
Morella pubescens,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,SPECIES,2367
Mycopteris amphidasyon,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2625
Neobartsia santolinifolia,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,SPECIES,3551
Neosprucea montana,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,SPECIES,2358
Nephrolepis cordifolia,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Nephrolepidaceae,SPECIES,2161
Niphidium crassifolium,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2256
Notopleura longipedunculoides,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2668
Notopleura macrophylla,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2176
Notopleura siggersiana,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2392
Ocotea caesariata,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,SPECIES,2378
Oreopanax capitatus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,SPECIES,2297
Oreopanax incisus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,SPECIES,2176
Oxalis fendleri,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,SPECIES,2418
Oxalis mollis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,SPECIES,3161
Oxypetalum cordifolium,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,SPECIES,2451
Palhinhaea cernua,La Salina,Santa Barbara,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,SPECIES,2550
Palicourea aschersonianoides,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2906
Palicourea axillaris,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2488
Palicourea garciae,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2802
Palicourea sulphurea,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2617
Palicourea tamaensis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,2829
Parablechnum chilense,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,SPECIES,2550
Parablechnum lechleri,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,SPECIES,3161
Passiflora cuatrecasasii,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,SPECIES,3032
Pecluma divaricata,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2161
Pecluma eurybasis,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2352
Peperomia albert-smithii,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,2324
Peperomia glabella,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,2613
Peperomia hartwegiana,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,2270
Peperomia pellucida,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,2324
Peperomia rotundata,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,3032
Peperomia saligna,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,2442
Peperomia striata,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,2498
Peperomia trichopus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,2367
Pernettya prostrata,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,SPECIES,3324
Perrottetia multiflora,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Huerteales,Dipentodontaceae,SPECIES,2367
Persea bernardii,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,SPECIES,2439
Phlegmariurus hippurideus,La Salina,Santa Barbara,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,SPECIES,2893
Phlegmariurus linifolius,La Salina,Santa Barbara,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,SPECIES,2109
Phlegmariurus phylicifolius,La Salina,Santa Barbara,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,SPECIES,2625
Phyllanthus symphoricarpoides,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,SPECIES,2439
Phytolacca bogotensis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,SPECIES,3032
Phytolacca icosandra,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,SPECIES,2417
Picramnia sphaerocarpa,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Picramniales,Picramniaceae,SPECIES,2632
Piper aduncum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,2213
Piper obliquum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,2501
Piper peltatum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,2367
Pleopeltis macrocarpa,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2376
Pleopeltis orientalis,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2550
Polygala nemoralis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,SPECIES,2297
Polyphlebium capillaceum,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,SPECIES,2352
Polystichum muricatum,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,SPECIES,2161
Poortmannia speciosa,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,2474
Pristimantis anolirex,La Salina,Santa Barbara,Animalia,Chordata,Amphibia,Anura,Craugastoridae,SPECIES,3214
Pristimantis carlossanchezi,La Salina,Santa Barbara,Animalia,Chordata,Amphibia,Anura,Craugastoridae,SPECIES,2538
Pristimantis miyatai,La Salina,Santa Barbara,Animalia,Chordata,Amphibia,Anura,Craugastoridae,SPECIES,2387
Pristimantis nicefori,La Salina,Santa Barbara,Animalia,Chordata,Amphibia,Anura,Craugastoridae,SPECIES,3603
Pterichis galeata,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,SPECIES,3551
Pteridium caudatum,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,SPECIES,2451
Pteris deflexa,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,SPECIES,2161
Racinaea adpressa,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,SPECIES,2378
Radiovittaria gardneriana,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,SPECIES,2893
Radiovittaria remota,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,SPECIES,2161
Raphanus raphanistrum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,SPECIES,2632
Rhynchospora locuples,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,SPECIES,3551
Roupala monosperma,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,SPECIES,2574
Rubus floribundus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,SPECIES,2624
Rubus roseus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,SPECIES,2617
Salvia rubescens,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,SPECIES,2678
Salvia rufula,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,SPECIES,2068
Sapium stylare,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,SPECIES,2573
Saurauia floccifera,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,SPECIES,2417
Saurauia scabra,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,SPECIES,2398
Schefflera bogotensis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,SPECIES,3324
Schefflera trianae,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,SPECIES,2624
Selaginella diffusa,La Salina,Santa Barbara,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,SPECIES,2161
Serpocaulon adnatum,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2161
Serpocaulon fraxinifolium,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2356
Serpocaulon levigatum,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2550
Serpocaulon sessilifolium,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2256
Serpocaulon subandinum,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,2704
Siphocampylus ellipticus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,SPECIES,3032
Siphocampylus schlimianus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,SPECIES,2585
Siphocampylus tuberculatus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,SPECIES,2624
Smilax domingensis,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,SPECIES,2390
Solanum americanum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,2418
Solanum aphyodendron,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,2451
Solanum aturense,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,2408
Solanum betaceum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,2424
Solanum cornifolium,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,2537
Solanum sycophanta,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,2418
Solanum ternatum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,2678
Sphyrospermum cordifolium,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,SPECIES,3208
Staphylea occidentalis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Crossosomatales,Staphyleaceae,SPECIES,2352
Stenorrhynchos vaginatum,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,SPECIES,3551
Stenostephanus atropurpureus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,SPECIES,2678
Sticherus rubiginosus,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Gleicheniales,Gleicheniaceae,SPECIES,2550
Struthanthus calophyllus,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,SPECIES,2358
Tachiramantis douglasi,La Salina,Santa Barbara,Animalia,Chordata,Amphibia,Anura,Craugastoridae,SPECIES,2704
Tetrorchidium rubrivenium,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,SPECIES,2576
Tillandsia biflora,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,SPECIES,2367
Tillandsia complanata,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,SPECIES,2417
Tillandsia reversa,La Salina,Santa Barbara,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,SPECIES,2378
