X1,Codigo_Op,programa_academico,ano_matric,periodo_matric,codigo_asignatura,Nombre.Asignatura,grupo,Forma_Ingreso,Ingreso,Ano_Ingreso,Periodo_Ingreso,Cod_Condicionalidad,Condicionalidad,ano_condicion,periodo_condicion,permanencia,semestre_matricula
22251,550,10,2015,2,20073,FISIOLOGIA ANIMAL,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,12
22252,550,10,2015,2,20065,FISIOLOGIA VEGETAL,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,12
22253,659,10,2015,2,20065,FISIOLOGIA VEGETAL,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,12
22254,641,10,2010,2,25368,GEOFISIOGRAFIA,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,2
22255,667,10,2010,2,25368,GEOFISIOGRAFIA,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,2
22256,659,10,2011,2,25372,METAPHYTA I,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,4
22257,667,10,2011,2,25372,METAPHYTA I,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,4
22258,550,10,2012,2,25372,METAPHYTA I,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,6
22259,641,10,2013,2,25372,METAPHYTA I,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,8
22260,550,10,2011,2,25373,METAZOOA I,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,4
22261,659,10,2011,2,25373,METAZOOA I,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,4
22262,550,10,2014,2,20072,MICROBIOLOGIA,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,10
22263,659,10,2014,2,20072,MICROBIOLOGIA,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,10
22264,667,10,2013,2,20070,SISTEMATICA,A2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,8
22265,659,10,2012,2,25367,BIOMOLECULAS,A3,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,6
22266,550,10,2013,2,25367,BIOMOLECULAS,A3,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,8
22267,659,10,2011,2,25368,GEOFISIOGRAFIA,A3,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,4
22268,641,10,2013,1,25369,METABOLISMO,A3,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,7
22269,550,10,2012,1,25364,QUIMICA GENERAL,A3,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,5
22270,550,10,2018,1,20070,SISTEMATICA,A3,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,17
22271,659,10,2018,1,20070,SISTEMATICA,A3,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,17
22272,550,10,2013,1,25364,QUIMICA GENERAL,A4,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,7
22273,641,10,2010,1,24948,VIDA Y CULTURA UNIVERSITARIA,AD2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22274,659,10,2010,1,24948,VIDA Y CULTURA UNIVERSITARIA,AD2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22275,667,10,2010,1,24948,VIDA Y CULTURA UNIVERSITARIA,AD2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22276,641,10,2014,1,20071,BIOLOGIA MOLECULAR,B,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,9
22277,667,10,2011,1,25370,HONGOS,B,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22278,659,10,2013,2,25365,MATEMATICAS II,B,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,8
22279,667,10,2010,1,25364,QUIMICA GENERAL,B,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22280,550,10,2011,1,25364,QUIMICA GENERAL,B,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22281,641,10,2019,1,25386,TRABAJO DE GRADO II,B,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,19
22282,659,10,2019,1,25386,TRABAJO DE GRADO II,B,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,19
22283,659,10,2015,1,23058,INGLES V,B02,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,11
22284,659,10,2013,2,20071,BIOLOGIA MOLECULAR,B1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,8
22285,641,10,2011,1,25367,BIOMOLECULAS,B1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22286,659,10,2013,2,25377,ECOLOGIA,B1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,8
22287,550,10,2015,2,25377,ECOLOGIA,B1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,12
22288,641,10,2011,1,25370,HONGOS,B1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22289,659,10,2011,1,25370,HONGOS,B1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22290,550,10,2012,1,25370,HONGOS,B1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,5
22291,641,10,2013,1,25370,HONGOS,B1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,7
22292,667,10,2011,1,25369,METABOLISMO,B1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22293,667,10,2010,2,25366,BIOFISICA,B2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,2
22294,550,10,2015,1,20071,BIOLOGIA MOLECULAR,B2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,11
22295,667,10,2011,2,20071,BIOLOGIA MOLECULAR,B2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,4
22296,659,10,2012,2,25377,ECOLOGIA,B2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,6
22297,667,10,2013,2,25377,ECOLOGIA,B2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,8
22298,641,10,2014,2,25377,ECOLOGIA,B2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,10
22299,659,10,2014,2,25382,SEMINARIO DE INVESTIGACION,B2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,10
22300,667,10,2014,2,25382,SEMINARIO DE INVESTIGACION,B2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,10
22301,667,10,2012,2,25378,GENETICA,C1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,6
22302,641,10,2014,2,25378,GENETICA,C1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,10
22303,659,10,2014,2,25378,GENETICA,C2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,10
22304,659,10,2016,2,27991,FRANCES II-CONTEXTO,D01,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,14
22305,659,10,2017,2,26586,FRANCES LE 3,D01,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,16
22306,659,10,2010,1,23424,INGLES I,D01,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22307,641,10,2010,1,23424,INGLES I,D05,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22308,550,10,2010,1,23424,INGLES I,D09,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22309,550,10,2011,1,23425,INGLES II,D09,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22310,667,10,2015,1,20385,DIFRACCION DE RAYOS X,D1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,11
22311,667,10,2010,1,23424,INGLES I,D11,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22312,550,10,2014,1,25369,METABOLISMO,D2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,9
22313,667,10,2014,2,26734,COMPUTACION DE ALTO RENDIMIENTO Y CIENTIFICA,F1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,10
22314,550,10,2010,1,25362,INTRODUCCION A LA BIOLOGIA,H,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22315,641,10,2010,1,25362,INTRODUCCION A LA BIOLOGIA,H,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22316,641,10,2010,2,23425,INGLES II,H01,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,2
22317,659,10,2019,1,27613,PORTUGUES I-CONTEXTO,H01,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,19
22318,667,10,2013,2,21269,TAEKWONDO (MIXTO),H01,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,8
22319,641,10,2012,2,23426,INGLES III,H02,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,6
22320,659,10,2012,2,23057,INGLES IV,H02,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,6
22321,550,10,2019,1,27613,PORTUGUES I-CONTEXTO,H03,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,19
22322,659,10,2011,1,23425,INGLES II,H05,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22323,667,10,2010,2,23425,INGLES II,H05,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,2
22324,667,10,2015,1,20404,ESPECTROSCOPIA DE RESONANC.MAGNETI.NUCLEAR EN LIQU,H1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,11
22325,641,10,2011,1,21022,HISTORIA UNIVERSAL II,H1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22326,659,10,2010,1,25362,INTRODUCCION A LA BIOLOGIA,H1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22327,659,10,2014,1,20779,LATIN I,H1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,9
22328,667,10,2010,1,25362,INTRODUCCION A LA BIOLOGIA,H2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22329,667,10,2010,2,23423,CULTURA FISICA Y DEPORTIVA,J07,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,2
22330,550,10,2013,2,25366,BIOFISICA,J1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,8
22331,641,10,2013,2,25366,BIOFISICA,J1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,8
22332,659,10,2013,2,25366,BIOFISICA,J1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,8
22333,550,10,2013,1,25363,MATEMATICAS I,J1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,7
22334,641,10,2013,1,25363,MATEMATICAS I,J1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,7
22335,659,10,2013,1,25363,MATEMATICAS I,J1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,7
22336,641,10,2010,2,23423,CULTURA FISICA Y DEPORTIVA,J16,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,2
22337,550,10,2014,2,25366,BIOFISICA,J3,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,10
22338,641,10,2014,2,25366,BIOFISICA,J3,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,10
22339,659,10,2014,2,25366,BIOFISICA,J3,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,10
22340,550,10,2010,2,25614,CATEDRA LOW MAUS:´COLOMBIA HACIA LA SOCIEDAD DEL CONOCIMIENT,K,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,2
22341,667,10,2010,2,25365,MATEMATICAS II,K,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,2
22342,659,10,2011,1,23423,CULTURA FISICA Y DEPORTIVA,K03,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22343,667,10,2011,2,25374,ESTADISTICA,K1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,4
22344,550,10,2010,1,25363,MATEMATICAS I,K1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22345,641,10,2010,1,25363,MATEMATICAS I,K1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22346,667,10,2010,1,25363,MATEMATICAS I,K2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22347,659,10,2012,1,23426,INGLES III,L03,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,5
22348,659,10,2015,2,25366,BIOFISICA,L1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,12
22349,550,10,2011,1,25363,MATEMATICAS I,L1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22350,641,10,2011,1,25363,MATEMATICAS I,L1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22351,659,10,2011,1,25363,MATEMATICAS I,L1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,3
22352,641,10,2010,1,23427,TALLER DE LENGUAJE,M1,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22353,659,10,2010,1,23427,TALLER DE LENGUAJE,M2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22354,667,10,2010,1,23427,TALLER DE LENGUAJE,M2,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,1
22355,550,10,2010,2,23423,CULTURA FISICA Y DEPORTIVA,Z16,2,I.C.F.E.S.,2010,1,0,NORMAL,2018,2,18,2
22356,726,10,2013,1,25379,BIOETICA,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,5
22357,723,10,2015,1,25379,BIOETICA,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,9
22358,726,10,2018,1,25393,BIOINFORMATICA,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,15
22359,726,10,2016,1,20064,BIOLOGIA CELULAR,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,11
22360,723,10,2017,2,25490,BIOLOGIA COMPARADA I,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,14
22361,723,10,2018,1,25491,BIOLOGIA COMPARADA II,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,15
22362,723,10,2017,2,25381,BIOLOGIA DE LA CONSERVACION,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,14
22363,723,10,2015,1,20069,BIOLOGIA DEL DESARROLLO,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,9
22364,726,10,2019,1,20069,BIOLOGIA DEL DESARROLLO,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,17
22365,726,10,2017,1,26740,CAMBIO GLOBAL DEL AMBIENTE:UN PROBLEMA DISCIPLINARIO E INTEG,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,13
22366,723,10,2015,1,25383,ECOLOGIA NUMERICA,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,9
22367,723,10,2016,1,20073,FISIOLOGIA ANIMAL,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,11
22368,726,10,2016,2,20073,FISIOLOGIA ANIMAL,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,12
22369,723,10,2014,2,20065,FISIOLOGIA VEGETAL,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,8
22370,726,10,2017,2,20065,FISIOLOGIA VEGETAL,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,14
22371,723,10,2016,1,25378,GENETICA,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,11
22372,723,10,2015,2,25378,GENETICA,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,10
22373,726,10,2018,1,20075,GENETICA DE POBLACIONES,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,15
22374,723,10,2015,2,20085,LIMNOLOGIA I,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,10
22375,723,10,2012,1,25363,MATEMATICAS I,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,3
22376,723,10,2013,2,25365,MATEMATICAS II,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,6
22377,723,10,2015,2,25365,MATEMATICAS II,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,10
22378,726,10,2015,2,25365,MATEMATICAS II,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,10
22379,723,10,2016,2,25365,MATEMATICAS II,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,12
22380,723,10,2014,1,25375,METAPHYTA II,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,7
22381,726,10,2017,1,25486,MUTAGENESIS AMBIENTAL I,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,13
22382,726,10,2017,2,25487,MUTAGENESIS AMBIENTAL II,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,14
22383,723,10,2016,1,25382,SEMINARIO DE INVESTIGACION,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,11
22384,723,10,2018,1,25385,TRABAJO DE GRADO I,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,15
22385,726,10,2019,1,25385,TRABAJO DE GRADO I,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,17
22386,723,10,2018,2,25385,TRABAJO DE GRADO I,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,16
22387,726,10,2018,2,25385,TRABAJO DE GRADO I,A,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,16
22388,723,10,2013,1,20064,BIOLOGIA CELULAR,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,5
22389,726,10,2018,2,25381,BIOLOGIA DE LA CONSERVACION,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,16
22390,726,10,2017,1,20071,BIOLOGIA MOLECULAR,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,13
22391,723,10,2014,2,20071,BIOLOGIA MOLECULAR,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,8
22392,726,10,2012,2,25367,BIOMOLECULAS,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,4
22393,726,10,2014,2,25367,BIOMOLECULAS,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,8
22394,726,10,2016,2,25377,ECOLOGIA,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,12
22395,723,10,2017,1,25374,ESTADISTICA,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,13
22396,726,10,2016,2,25374,ESTADISTICA,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,12
22397,723,10,2017,2,25380,EVOLUCION,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,14
22398,726,10,2018,2,25380,EVOLUCION,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,16
22399,723,10,2017,2,20073,FISIOLOGIA ANIMAL,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,14
22400,726,10,2017,2,25378,GENETICA,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,14
22401,723,10,2017,1,20075,GENETICA DE POBLACIONES,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,13
22402,723,10,2014,2,25365,MATEMATICAS II,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,8
22403,726,10,2016,1,25375,METAPHYTA II,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,11
22404,723,10,2012,2,25373,METAZOOA I,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,4
22405,723,10,2014,1,25376,METAZOOA II,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,7
22406,726,10,2016,1,25376,METAZOOA II,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,11
22407,723,10,2013,2,20072,MICROBIOLOGIA,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,6
22408,723,10,2012,1,25371,PROTISTA,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,3
22409,726,10,2012,1,25371,PROTISTA,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,3
22410,726,10,2013,1,25371,PROTISTA,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,5
22411,726,10,2015,2,25382,SEMINARIO DE INVESTIGACION,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,10
22412,723,10,2017,1,20070,SISTEMATICA,A1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,13
22413,723,10,2015,2,20073,FISIOLOGIA ANIMAL,A2,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,10
22414,726,10,2012,1,25363,MATEMATICAS I,A2,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,3
22415,723,10,2013,2,25372,METAPHYTA I,A2,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,6
22416,726,10,2014,2,25372,METAPHYTA I,A2,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,8
22417,726,10,2016,2,20072,MICROBIOLOGIA,A2,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,12
22418,723,10,2012,2,25367,BIOMOLECULAS,A3,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,4
22419,723,10,2011,2,25368,GEOFISIOGRAFIA,A3,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,2
22420,726,10,2011,2,25368,GEOFISIOGRAFIA,A3,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,2
22421,726,10,2015,2,25373,METAZOOA I,A3,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,10
22422,726,10,2018,1,20070,SISTEMATICA,A3,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,15
22423,723,10,2012,1,25364,QUIMICA GENERAL,A4,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,3
22424,726,10,2012,1,25364,QUIMICA GENERAL,A4,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,3
22425,723,10,2011,1,24948,VIDA Y CULTURA UNIVERSITARIA,AD8,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,1
22426,726,10,2011,1,24948,VIDA Y CULTURA UNIVERSITARIA,AD8,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,1
22427,723,10,2013,1,25370,HONGOS,B,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,5
22428,726,10,2013,1,25370,HONGOS,B,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,5
22429,723,10,2011,1,25364,QUIMICA GENERAL,B,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,1
22430,726,10,2011,1,25364,QUIMICA GENERAL,B,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,1
22431,723,10,2019,1,25386,TRABAJO DE GRADO II,B,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,17
22432,723,10,2012,1,25370,HONGOS,B1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,3
22433,723,10,2014,2,25377,ECOLOGIA,B2,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,8
22434,723,10,2018,1,23426,INGLES III,D03,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,15
22435,726,10,2011,1,23424,INGLES I,D08,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,1
22436,726,10,2016,1,25369,METABOLISMO,D1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,11
22437,723,10,2011,1,23427,TALLER DE LENGUAJE,D1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,1
22438,726,10,2011,1,23427,TALLER DE LENGUAJE,D1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,1
22439,723,10,2011,1,23424,INGLES I,D14,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,1
22440,723,10,2014,1,25369,METABOLISMO,D2,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,7
22441,723,10,2011,2,23425,INGLES II,H04,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,2
22442,726,10,2011,2,23425,INGLES II,H08,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,2
22443,726,10,2011,2,26009,CATEDRA LOW MAUS  EN DERECHOS HUMANOS,H1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,2
22444,723,10,2011,1,25362,INTRODUCCION A LA BIOLOGIA,H2,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,1
22445,726,10,2011,1,25362,INTRODUCCION A LA BIOLOGIA,H2,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,1
22446,726,10,2012,2,21276,TENIS DE CAMPO,J01,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,4
22447,726,10,2012,2,23426,INGLES III,J02,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,4
22448,726,10,2012,1,23425,INGLES II,J05,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,3
22449,723,10,2013,1,25363,MATEMATICAS I,J1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,5
22450,726,10,2013,1,25363,MATEMATICAS I,J1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,5
22451,726,10,2011,2,23423,CULTURA FISICA Y DEPORTIVA,J17,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,2
22452,723,10,2014,2,25366,BIOFISICA,J3,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,8
22453,726,10,2014,2,25366,BIOFISICA,J3,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,8
22454,723,10,2013,2,25366,BIOFISICA,K1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,6
22455,723,10,2017,1,20189,ASTRONOMIA PLANETARIA,L1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,13
22456,723,10,2011,1,25363,MATEMATICAS I,L1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,1
22457,726,10,2011,1,25363,MATEMATICAS I,L1,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,1
22458,723,10,2013,2,24464,FUTBOL SALA (MASCULINO),Z01,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,6
22459,723,10,2011,2,23423,CULTURA FISICA Y DEPORTIVA,Z2,2,I.C.F.E.S.,2011,1,0,NORMAL,2018,2,16,2
22460,739,10,2016,1,27970,ANALISIS DE DATOS BASICOS Y APLICADOS USANDO R,A,2,I.C.F.E.S.,2012,1,0,NORMAL,2018,2,14,9
22461,740,10,2016,1,27970,ANALISIS DE DATOS BASICOS Y APLICADOS USANDO R,A,2,I.C.F.E.S.,2012,1,0,NORMAL,2018,2,14,9
22462,742,10,2016,1,27970,ANALISIS DE DATOS BASICOS Y APLICADOS USANDO R,A,2,I.C.F.E.S.,2012,1,0,NORMAL,2018,2,14,9
